Timestamp,Frame_ID,Gaze_X,Gaze_Y,Head_Yaw,Head_Pitch,Head_Roll,Active_Window,Left_Hand_Vis,Right_Hand_Vis,L_Wrist_X,L_Wrist_Y,R_Wrist_X,R_Wrist_Y
1770558078.0362573,440,0.5356459021568298,0.6495723128318787,-22.147442837852868,-2.8554483084882616,5.255677431251721,Command Prompt - python  data_collector.py,0,0,0,0,0,0
1770558078.076828,441,0.5354880690574646,0.6491823196411133,-21.958492078966614,-3.0688682827167946,5.550429157855008,Command Prompt - python  data_collector.py,0,0,0,0,0,0
1770558078.1162262,442,0.5353251695632935,0.6501649618148804,-22.124275832945674,-2.36004237836865,5.614275048577617,Command Prompt - python  data_collector.py,0,0,0,0,0,0
1770558078.1585777,443,0.5352049469947815,0.648140013217926,-22.481941277563102,-2.562725684361964,5.2122603266339835,Command Prompt - python  data_collector.py,0,0,0,0,0,0
1770558078.1950495,444,0.5338625907897949,0.6461725831031799,-22.31908078442006,-2.9109309045328873,5.568650556245056,Command Prompt - python  data_collector.py,0,0,0,0,0,0
1770558078.2345486,445,0.533355176448822,0.6461136341094971,-22.775479487543812,-3.2532810938010446,5.647983627264484,Command Prompt - python  data_collector.py,0,0,0,0,0,0
1770558078.267746,446,0.5319310426712036,0.6450348496437073,-22.760574979875212,-3.012504420251071,5.410389204291308,Command Prompt - python  data_collector.py,0,0,0,0,0,0
1770558078.3013084,447,0.5292039513587952,0.6442984938621521,-28.885387548941843,9.436079577048371,179.50434080129614,Command Prompt - python  data_collector.py,0,0,0,0,0,0
1770558078.3387957,448,0.5281602144241333,0.643470048904419,-28.160833178088026,9.12039171172751,179.47065725625632,Command Prompt - python  data_collector.py,0,0,0,0,0,0
1770558078.3886805,449,0.5278971195220947,0.6431897878646851,-29.76530732656367,8.609262174438001,179.34226430502292,Command Prompt - python  data_collector.py,0,0,0,0,0,0
1770558078.4264512,450,0.5272313356399536,0.6424052119255066,-30.064287389797222,8.644592180771124,179.32292599668602,Command Prompt - python  data_collector.py,0,0,0,0,0,0
1770558078.4639256,451,0.5271009802818298,0.6415664553642273,-30.860888111588533,8.80901578078326,178.95467294873677,Command Prompt - python  data_collector.py,0,0,0,0,0,0
1770558078.4991956,452,0.5265243053436279,0.6418551802635193,-24.368752477457402,-3.474368917128045,5.410721162237196,Command Prompt - python  data_collector.py,0,0,0,0,0,0
1770558078.548846,453,0.5297046899795532,0.6444056630134583,-24.188450258987952,-2.969669216282416,5.849744144543073,Command Prompt - python  data_collector.py,0,0,0,0,0,0
